时间,上行PRB平均利用率,下行PRB平均利用率,无线利用率,RRC连接最大数,RRC连接平均数,有效RRC连接最大数,有效RRC连接平均数,eNB间X2切换出请求次数,eNB间X2切换出成功次数,空口上行业务字节数,空口下行业务字节数
2018/3/23 14:00,0.0081,0.0081,0.0081,6,1.5,3,0.17555,8,5,2243,8985
2018/3/23 15:00,0.0061,0.0095,0.0089,5,1.25,3,0.11655,9,5,2146,24115
2018/3/23 16:00,0.0066,0.0071,0.007,6,1.25,3,0.19675,55,54,2196,5506
2018/3/23 17:00,0.0102,0.0178,0.0164,5,1.5,3,0.19025,44,43,2738,19953
2018/3/23 18:00,0.0151,0.0231,0.0217,6,2.5,4,0.4786,31,28,7673,334652
2018/3/23 19:00,0.0279,0.0257,0.0261,8,4,4,0.48185,47,47,10015,196899
2018/3/23 20:00,0.0521,0.0286,0.0328,8,3.5,5,0.5611,53,53,26992,238965
2018/3/23 21:00,0.0307,0.014,0.0169,6,2.5,4,0.819425,14,11,13051,23532
2018/3/23 22:00,0.0189,0.0418,0.0378,6,2,4,0.2941,0,0,1704,69169
2018/3/23 23:00,,,,0,0,0,0,0,0,0,0
2018/3/24 0:00,,,,0,0,0,0,0,0,0,0
2018/3/24 1:00,0.0049,0.0059,0.0057,5,1,3,0.112,0,0,1430,1940
2018/3/24 2:00,0.0044,0.0058,0.0056,4,1,2,0.1093,0,0,1474,1891
2018/3/24 3:00,0.0113,0.0083,0.0088,5,1.25,3,0.186075,0,0,3397,21162
2018/3/24 4:00,0.0267,0.0152,0.0172,5,1.75,4,0.4474,0,0,10607,129137
2018/3/24 5:00,0.0081,0.0072,0.0074,5,2,3,0.1747,2,0,3155,15658
2018/3/24 6:00,0.0121,0.0259,0.0234,6,2.25,3,0.218225,6,3,3506,64470
2018/3/24 7:00,0.0088,0.014,0.0131,4,1.25,3,0.180175,4,4,3185,45806
2018/3/24 8:00,0.0105,0.011,0.0109,5,2,3,0.18875,9,9,1683,18172
2018/3/24 9:00,,,,0,0,0,0,0,0,0,0
2018/3/24 10:00,,,,0,0,0,0,0,0,0,0
2018/3/24 11:00,0.0157,0.0097,0.0108,6,1.67E+00,4,0.254133333,33,33,6033,37436
2018/3/24 12:00,0.0274,0.0191,0.0206,6,2.25,4,0.30445,28,26,22933,35611
2018/3/24 13:00,0.0295,0.0158,0.0182,6,1.75,5,0.3388,28,26,15361,136529
2018/3/24 14:00,0.0182,0.0334,0.0307,5,2,3,0.346175,9,6,7098,94133
2018/3/24 15:00,0.0211,0.0169,0.0176,6,3,4,0.591025,5,3,7105,101286
2018/3/24 16:00,0.0145,0.0083,0.0094,7,2.75,4,0.49095,29,27,5844,11468
2018/3/24 17:00,0.0115,0.0085,0.009,6,2.25,4,0.45555,12,10,3057,33178
2018/3/24 18:00,0.0123,0.009,0.0096,6,2.5,4,0.438425,27,25,2709,9413
2018/3/24 19:00,0.0174,0.0097,0.0111,7,3.25,5,0.56245,40,39,4915,22386
2018/3/24 20:00,0.0349,0.0357,0.0356,8,4.25,4,0.5324,53,51,11821,97682
2018/3/24 21:00,0.0334,0.0318,0.032,9,4,5,0.550475,32,31,9575,231858
2018/3/24 22:00,0.1393,0.0698,0.0821,7,3.25,5,1.082175,7,6,65825,313677
2018/3/24 23:00,0.1143,0.0248,0.0406,7,1.75,4,0.661525,18,18,55982,112192
2018/3/25 0:00,0.0057,0.0065,0.0063,5,1,3,0.124775,23,23,1908,3493
2018/3/25 1:00,0.0041,0.0072,0.0066,5,1,3,0.09945,9,6,1284,1838
2018/3/25 2:00,0.0033,0.0058,0.0054,3,0.75,3,0.0873,12,0,1216,1714
2018/3/25 3:00,0.0041,0.0058,0.0055,4,1,3,0.100875,4,0,1466,2030
2018/3/25 4:00,0.0136,0.0097,0.0104,4,1.5,4,0.2173,28,28,5073,37535
2018/3/25 5:00,0.0104,0.0085,0.0088,5,1.25,3,0.207875,11,8,3394,23721
2018/3/25 6:00,0.0228,0.0185,0.0193,5,1.75,4,0.297075,49,49,9163,138093
2018/3/25 7:00,0.0147,0.0217,0.0205,7,2,4,0.321825,19,16,5102,252021
2018/3/25 8:00,0.0217,0.0108,0.0127,6,2.25,3,0.422475,45,45,10650,27925
2018/3/25 9:00,0.0037,0.0066,0.0061,4,0.75,3,0.08025,29,29,876,5127
2018/3/25 10:00,0.0138,0.0072,0.0084,5,1.5,3,0.26485,28,28,8886,12321
2018/3/25 11:00,0.0219,0.0083,0.0107,5,1.25,3,0.4537,37,37,4798,15666
2018/3/25 12:00,0.0331,0.0272,0.0282,6,1.5,3,0.2418,65,64,17473,80036
2018/3/25 13:00,0.0146,0.0226,0.0212,6,2,4,0.2529,23,22,5704,124987
2018/3/25 14:00,0.0124,0.0204,0.019,5,1.5,3,0.204975,28,28,3154,56005
2018/3/25 15:00,0.0303,0.0143,0.0172,5,1.5,3,0.27095,40,38,17928,28379
2018/3/25 16:00,0.1123,0.0243,0.0399,6,2,4,0.578825,23,22,182891,191630
2018/3/25 17:00,0.0062,0.012,0.011,4,1,3,0.103475,51,49,2464,30433
2018/3/25 18:00,0.0172,0.0391,0.0352,9,2.25,5,0.2865,33,31,6672,162179
2018/3/25 19:00,0.0321,0.0289,0.0295,11,3,4,0.36555,45,44,13815,39936
2018/3/25 20:00,0.0266,0.0346,0.0332,9,3.75,6,0.5033,35,34,7271,140677
2018/3/25 21:00,0.1687,0.0406,0.0632,8,3.5,5,1.0111,45,45,83469,129601
2018/3/25 22:00,0.0152,0.0095,0.0105,6,1.75,3,0.270225,19,18,4681,28644
2018/3/25 23:00,0.014,0.0127,0.0129,4,1,3,0.190625,12,12,3775,43125
2018/3/26 0:00,0.0025,0.0057,0.0051,4,1,3,0.0493,8,4,369,371
2018/3/26 1:00,0.0028,0.0059,0.0053,5,1,2,0.053775,0,0,441,773
2018/3/26 2:00,0.0042,0.009,0.0081,5,1,2,0.068575,5,0,612,1564
2018/3/26 3:00,0.0024,0.0056,0.005,4,0.75,2,0.049825,0,0,347,399
2018/3/26 4:00,0.0022,0.0056,0.005,4,0.5,2,0.037625,0,0,277,491
2018/3/26 5:00,0.0035,0.0088,0.0078,5,0.75,2,0.067075,1,0,1273,41810
2018/3/26 6:00,0.0125,0.0087,0.0094,6,1,3,0.199675,3,3,3704,37753
2018/3/26 7:00,0.0166,0.0221,0.0211,7,3,5,0.34645,14,14,6111,79052
2018/3/26 8:00,0.011,0.0171,0.016,8,2.25,3,0.3119,25,25,3003,55390
2018/3/26 9:00,0.0054,0.0082,0.0077,5,1,3,0.129575,43,43,1684,14189
2018/3/26 10:00,0.0044,0.0068,0.0064,6,0.75,3,0.085475,62,62,1311,5935
2018/3/26 11:00,0.0088,0.0134,0.0126,5,0.75,3,0.19625,23,21,4833,52116
2018/3/26 12:00,0.0323,0.0239,0.0254,7,3,4,0.477875,46,44,25030,68031
2018/3/26 13:00,0.0179,0.0201,0.0197,8,3.5,4,0.3267,32,30,6923,76876
2018/3/26 14:00,0.0137,0.0182,0.0174,7,3,4,0.469075,21,20,4321,70355
2018/3/26 15:00,0.0078,0.0102,0.0098,6,2.25,3,0.1774,12,10,2099,28419
2018/3/26 16:00,0.0121,0.019,0.0178,6,2,3,0.2179,22,20,3185,38764
2018/3/26 17:00,0.0128,0.0149,0.0145,7,1.75,5,0.2067,23,23,8517,64371
2018/3/26 18:00,0.0131,0.0143,0.0141,8,1,4,0.205175,24,20,10683,84045
2018/3/26 19:00,0.0304,0.0522,0.0483,8,3.5,5,0.625,22,21,14215,199650
2018/3/26 20:00,0.0905,0.0586,0.0642,13,6,7,1.343925,33,29,50109,300333
2018/3/26 21:00,0.0449,0.0851,0.078,9,4.5,6,0.74605,18,17,13573,279215
2018/3/26 22:00,0.0133,0.0171,0.0164,6,1.75,3,0.197325,1,1,4210,29481
2018/3/26 23:00,0.0052,0.0078,0.0073,3,0.25,2,0.082825,1,1,1501,12799
2018/3/27 0:00,6.00E-04,0.0054,0.0046,3,0,2,0.011725,2,1,88,101
2018/3/27 1:00,0.0028,0.0074,0.0066,3,0,2,0.045675,0,0,812,20458
2018/3/27 2:00,0.0019,0.0065,0.0057,3,0.25,2,0.042225,3,1,565,17515
2018/3/27 3:00,0.0026,0.0056,0.005,3,0.5,2,0.067275,1,0,459,717
2018/3/27 4:00,8.00E-04,0.0055,0.0046,3,0,2,0.0141,1,0,130,210
2018/3/27 5:00,0.0039,0.0061,0.0057,4,0.25,3,0.064025,3,3,906,5103
2018/3/27 6:00,0.0542,0.0229,0.0284,6,2.25,4,0.536175,51,51,42182,65008
2018/3/27 7:00,0.0102,0.0129,0.0124,7,2,3,0.194825,42,41,2834,45186
2018/3/27 8:00,0.0064,0.0079,0.0076,5,1.25,3,0.130425,9,4,1461,14678
2018/3/27 9:00,0.0069,0.0102,0.0097,4,1,2,0.125775,12,11,2881,39400
2018/3/27 10:00,0.0044,0.0121,0.0107,4,0.5,3,0.087,7,7,1396,36057
2018/3/27 11:00,0.0215,0.0066,0.0093,4,0.5,3,0.1056,27,23,33331,5797
2018/3/27 12:00,0.0088,0.0119,0.0113,5,1.25,3,0.18615,16,12,2905,41377
2018/3/27 13:00,0.0139,0.0165,0.016,5,2,3,0.45655,9,8,3846,67013
2018/3/27 14:00,0.0114,0.011,0.0111,6,1.25,4,0.145825,8,8,6902,34271
2018/3/27 15:00,0.0136,0.0294,0.0266,6,1.5,3,0.20735,18,14,7294,52769
2018/3/27 16:00,0.0139,0.014,0.014,6,1.25,4,0.2435,14,10,12378,27555
2018/3/27 17:00,0.0051,0.0085,0.0079,5,1,3,0.098375,12,12,1709,13587
2018/3/27 18:00,0.0056,0.0225,0.0195,4,1,2,0.098175,14,13,1369,18865
2018/3/27 19:00,0.0132,0.0159,0.0154,6,2.25,3,0.2339,25,22,5449,40652
2018/3/27 20:00,0.0514,0.0721,0.0685,8,4.5,5,0.69205,64,62,27107,143631
2018/3/27 21:00,0.103,0.095,0.0964,9,5.75,7,1.40135,107,107,59954,340267
2018/3/27 22:00,0.045,0.0302,0.0328,9,3.5,6,0.688,45,45,16138,156409
2018/3/27 23:00,0.0039,0.0074,0.0067,4,0.5,2,0.08315,1,1,1437,19861
2018/3/28 0:00,0.0017,0.0062,0.0054,3,0,2,0.033525,3,0,189,253
2018/3/28 1:00,0.0013,0.0055,0.0047,2,0,2,0.029725,0,0,189,193
2018/3/28 2:00,0.0026,0.0057,0.0051,4,0.5,3,0.045675,1,1,332,458
2018/3/28 3:00,0.0029,0.0058,0.0053,3,0,2,0.05115,3,2,696,3997
2018/3/28 4:00,0.0014,0.0055,0.0048,3,0,2,0.02995,7,7,240,482
2018/3/28 5:00,0.001,0.0054,0.0046,3,0,2,0.0236,0,0,135,202
2018/3/28 6:00,0.0034,0.006,0.0055,3,0.5,2,0.07015,1,1,778,4003
2018/3/28 7:00,0.0082,0.0068,0.007,6,1.5,3,0.15875,24,22,2391,4610
2018/3/28 8:00,0.0067,0.0088,0.0084,6,1.25,4,0.20165,47,43,1752,10430
2018/3/28 9:00,0.0074,0.0075,0.0075,4,0.75,2,0.097025,11,7,4723,12238
2018/3/28 10:00,0.0023,0.007,0.0061,3,0,2,0.04565,1,1,459,1526
2018/3/28 11:00,0.0074,0.0074,0.0074,5,0.75,3,0.128575,17,16,7262,18826
2018/3/28 12:00,0.0221,0.03,0.0286,6,2,4,0.27255,13,12,9196,106156
2018/3/28 13:00,0.0289,0.0318,0.0313,4,1.75,3,0.3376,0,0,16064,154205
2018/3/28 14:00,0.0063,0.0087,0.0082,4,1.25,3,0.142725,5,3,2176,8646
2018/3/28 15:00,0.0046,0.009,0.0082,5,1,3,0.132475,30,29,998,5851
2018/3/28 16:00,0.0078,0.0086,0.0085,6,1.5,4,0.3549,12,11,3284,8160
2018/3/28 17:00,0.0049,0.0066,0.0063,5,1,3,0.1237,8,7,3047,3691
2018/3/28 18:00,0.0073,0.0079,0.0078,5,1.5,3,0.167775,6,4,4761,18591
2018/3/28 19:00,0.025,0.0107,0.0132,6,2.25,4,0.2346,33,32,21741,67483
2018/3/28 20:00,0.058,0.0252,0.031,7,3,4,0.46835,54,53,25730,100655
2018/3/28 21:00,0.0469,0.0169,0.0222,8,3,5,0.62905,71,71,33729,95151
2018/3/28 22:00,0.0102,0.0105,0.0104,6,1.5,4,0.197,5,5,2696,27558
2018/3/28 23:00,0.0118,0.0107,0.0109,4,1,3,0.192275,3,3,2469,15056
2018/3/29 0:00,0.0025,0.0058,0.0052,3,0.25,2,0.050625,0,0,448,2876
2018/3/29 1:00,0.0012,0.0054,0.0047,3,0,2,0.02655,0,0,121,129
2018/3/29 2:00,0.0012,0.0055,0.0047,3,0,2,0.023875,1,1,126,142
2018/3/29 3:00,0.0015,0.0058,0.005,3,0,2,0.030575,7,7,250,1628
2018/3/29 4:00,9.00E-04,0.0054,0.0046,3,0,2,0.01775,0,0,87,77
2018/3/29 5:00,0.0049,0.0065,0.0063,3,0.25,2,0.064425,0,0,1456,12616
2018/3/29 6:00,0.0123,0.013,0.0129,4,1,3,0.197375,3,2,3380,105130
2018/3/29 7:00,0.0071,0.008,0.0078,5,1.5,3,0.137825,29,27,2385,24018
2018/3/29 8:00,0.007,0.0101,0.0096,4,1,2,0.1397,36,36,2417,59268
2018/3/29 9:00,0.0047,0.0071,0.0066,5,1,3,0.15115,10,8,1448,18811
2018/3/29 10:00,0.0051,0.008,0.0075,5,1.5,3,0.176125,5,4,1759,24935
2018/3/29 11:00,0.0078,0.0091,0.0089,7,1.5,3,0.189825,24,22,2909,32134
2018/3/29 12:00,0.0415,0.012,0.0172,8,2.5,5,0.368525,54,54,24095,56968
2018/3/29 13:00,0.016,0.0149,0.0151,8,3.25,5,0.32465,4,4,7776,86626
2018/3/29 14:00,0.0201,0.0567,0.0502,6,2.5,4,0.37195,31,29,10345,568253
2018/3/29 15:00,0.03,0.0758,0.0677,6,2.75,4,0.592775,12,9,16166,909129
2018/3/29 16:00,0.0078,0.0157,0.0143,5,1.5,3,0.234975,4,1,4658,123424
2018/3/29 17:00,0.0116,0.0084,0.009,4,1,3,0.2273,9,9,14816,12547
2018/3/29 18:00,0.0061,0.0079,0.0076,5,1,3,0.12605,33,31,1358,6556
2018/3/29 19:00,0.0201,0.0172,0.0177,6,1.75,4,0.342725,76,76,6406,65905
2018/3/29 20:00,0.0274,0.0284,0.0282,7,3.25,4,0.497575,44,42,11163,226531
2018/3/29 21:00,0.0276,0.0212,0.0223,8,3.25,5,0.480075,27,26,21592,173564
2018/3/29 22:00,0.0082,0.011,0.0105,7,1.5,4,0.218775,0,0,4835,77567
2018/3/29 23:00,0.0028,0.0057,0.0052,4,0,2,0.060925,0,0,595,827
2018/3/30 0:00,0.0015,0.0055,0.0048,4,0,2,0.0349,0,0,179,292
2018/3/30 1:00,0.0021,0.0056,0.0049,3,0.25,2,0.0492,0,0,457,499
2018/3/30 2:00,0.001,0.0064,0.0055,2,0,2,0.018775,0,0,197,484
2018/3/30 3:00,5.00E-04,0.0054,0.0045,3,0,2,0.012825,0,0,76,198
2018/3/30 4:00,8.00E-04,0.0054,0.0046,2,0,1,0.00875,0,0,58,72
2018/3/30 5:00,0.0012,0.0057,0.0049,2,0,2,0.021475,2,2,264,496
2018/3/30 6:00,0.0041,0.0065,0.0061,4,0.25,2,0.079925,6,6,1432,22893
2018/3/30 7:00,0.0103,0.0124,0.012,5,1.5,3,0.2525,2,1,2917,29121
2018/3/30 8:00,0.0094,0.0095,0.0095,5,1.5,4,0.222875,38,37,2767,19008
2018/3/30 9:00,0.0057,0.0106,0.0098,4,1,3,0.13295,58,58,1331,13432
2018/3/30 10:00,0.0061,0.0095,0.0089,5,1.5,3,0.143925,17,16,1993,27394
2018/3/30 11:00,0.007,0.0096,0.0091,5,1.75,5,0.2717,50,50,1975,19222
2018/3/30 12:00,0.0081,0.0124,0.0117,6,1.5,3,0.15685,23,21,2635,14928
2018/3/30 13:00,0.0145,0.0204,0.0193,7,3,3,0.25215,24,22,4265,31273
2018/3/30 14:00,0.0105,0.0211,0.0192,6,1.5,4,0.19625,1,0,3163,31209
2018/3/30 15:00,0.0047,0.0127,0.0113,3,0.25,2,0.135025,10,9,1282,13821
2018/3/30 16:00,0.0051,0.0106,0.0096,4,1,3,0.144375,9,7,1429,5363
2018/3/30 17:00,0.0084,0.0096,0.0094,5,1,3,0.084175,36,34,4400,13916
2018/3/30 18:00,0.0057,0.0074,0.0071,4,1,3,0.081575,41,41,2877,29484
2018/3/30 19:00,0.0164,0.0119,0.0127,5,1.5,3,0.1649,68,62,10709,42842
2018/3/30 20:00,0.0182,0.042,0.0378,6,2.5,4,0.312525,34,34,5497,72732
2018/3/30 21:00,0.0205,0.0562,0.0499,6,2.25,4,0.31955,13,12,4735,69739
2018/3/30 22:00,0.0134,0.0086,0.0095,5,0.75,3,0.1651,15,15,4134,28102
2018/3/30 23:00,9.00E-04,0.0055,0.0047,3,0,2,0.018725,1,1,273,429
2018/3/31 0:00,0.0021,0.0066,0.0058,2,0,2,0.046075,0,0,1026,19276
2018/3/31 1:00,0.0023,0.006,0.0053,3,0,2,0.037425,0,0,398,2411
2018/3/31 2:00,7.00E-04,0.0054,0.0046,2,0,2,0.015625,0,0,96,103
2018/3/31 3:00,0.0388,0.0147,0.019,3,0.5,2,0.543125,0,0,9494,110458
2018/3/31 4:00,0.0198,0.0185,0.0188,3,1,2,0.37755,1,1,9756,188640
2018/3/31 5:00,0.0069,0.0114,0.0106,3,0.25,2,0.1175,2,2,3538,75954
2018/3/31 6:00,0.0026,0.0062,0.0055,4,0.25,2,0.04715,7,7,824,5032
2018/3/31 7:00,0.0095,0.0171,0.0158,5,1,3,0.154725,47,46,4042,47991
2018/3/31 8:00,0.0042,0.0065,0.0061,4,1,3,0.0741,66,66,1328,4754
2018/3/31 9:00,0.0038,0.0075,0.0068,4,0.5,2,0.10985,20,16,1116,14230
2018/3/31 10:00,0.0086,0.0215,0.0192,5,1.5,3,0.2534,15,12,2888,21647
2018/3/31 11:00,0.0044,0.0068,0.0063,5,1,3,0.17645,18,15,1334,5222
2018/3/31 12:00,0.009,0.0127,0.0121,5,1.5,3,0.202475,8,7,4750,117353
2018/3/31 13:00,0.0081,0.0094,0.0092,4,1,3,0.158875,17,14,4368,49254
2018/3/31 14:00,0.0675,0.0403,0.0451,5,1.75,4,0.642375,37,35,64488,289997
2018/3/31 15:00,0.0176,0.0429,0.0384,7,1.75,4,0.232025,47,44,12251,406741
2018/3/31 16:00,0.0239,0.0798,0.0699,8,2.25,4,0.494475,51,50,10559,581163
2018/3/31 17:00,0.0269,0.0727,0.0646,7,1.5,5,0.4373,53,53,23436,755665
2018/3/31 18:00,0.0227,0.0114,0.0134,6,1.25,4,0.253725,76,76,19631,60985
2018/3/31 19:00,0.0527,0.0125,0.0196,7,2.75,4,0.44835,45,45,32710,49272
2018/3/31 20:00,0.08,0.0192,0.03,9,3,5,0.652725,46,46,36082,62566
2018/3/31 21:00,0.0159,0.0156,0.0157,6,2.75,4,0.257025,42,41,3938,44193
2018/3/31 22:00,0.0194,0.0124,0.0136,5,1.75,3,0.311225,18,17,5794,86286
2018/3/31 23:00,0.0054,0.0061,0.006,3,0.5,2,0.078775,16,16,476,765
2018/4/1 0:00,0.0478,0.0094,0.0162,6,0.75,3,0.3155,19,18,29410,24463
2018/4/1 1:00,0.0356,0.0087,0.0135,4,0.5,3,0.25165,2,2,23016,19754
2018/4/1 2:00,0.0022,0.0055,0.0049,3,0,2,0.0417,0,0,284,443
2018/4/1 3:00,0.0048,0.006,0.0057,3,0.5,3,0.07785,0,0,1425,6666
2018/4/1 4:00,0.0031,0.0055,0.0051,3,0.75,2,0.06295,0,0,595,1617
2018/4/1 5:00,0.0056,0.0073,0.007,3,0.75,2,0.110375,0,0,1556,26202
2018/4/1 6:00,0.0104,0.0118,0.0116,5,1.25,3,0.178975,12,12,3765,55134
2018/4/1 7:00,0.0076,0.0094,0.0091,5,1,3,0.140375,46,46,1928,27820
2018/4/1 8:00,0.0105,0.0075,0.008,7,1.25,4,0.125225,51,51,4667,1879
2018/4/1 9:00,0.0087,0.0074,0.0077,6,2,4,0.18645,66,66,1922,5713
2018/4/1 10:00,0.0167,0.0093,0.0106,6,1.75,3,0.155675,42,42,12717,17229
2018/4/1 11:00,0.0179,0.0157,0.0161,7,1.75,4,0.269725,35,32,5001,85457
2018/4/1 12:00,0.1089,0.0378,0.0503,11,4,6,0.869475,25,24,58177,328131
2018/4/1 13:00,0.0732,0.0137,0.0242,7,2.5,4,0.60195,29,27,34654,57399
2018/4/1 14:00,0.0293,0.0159,0.0183,9,3.25,4,0.4895,61,58,9107,75072
2018/4/1 15:00,0.0171,0.0116,0.0126,7,2.5,4,0.355825,64,64,5661,44024
2018/4/1 16:00,0.0306,0.0128,0.016,8,2.5,3,0.44715,62,62,15650,52988
2018/4/1 17:00,0.0132,0.0113,0.0116,5,1,3,0.1908,40,38,15376,24213
2018/4/1 18:00,0.0402,0.018,0.022,5,1,4,0.32955,69,65,66058,51253
2018/4/1 19:00,0.0247,0.0332,0.0317,7,2.25,4,0.3228,85,85,18347,140066
2018/4/1 20:00,0.1131,0.0252,0.0407,8,3.5,5,0.802225,94,94,67536,185587
2018/4/1 21:00,0.0251,0.0308,0.0298,9,4.25,5,0.50255,10,9,12899,236551
2018/4/1 22:00,0.0163,0.015,0.0152,8,2.25,4,0.2622,5,5,4141,61436
2018/4/1 23:00,0.0208,0.0101,0.012,5,1.25,3,0.177875,15,15,13305,19588
2018/4/2 0:00,0.0025,0.0056,0.005,4,0.75,2,0.05655,0,0,398,604
2018/4/2 1:00,0.0023,0.0055,0.0049,4,1,2,0.052725,0,0,404,285
2018/4/2 2:00,0.0023,0.0055,0.0049,4,0.75,2,0.051825,0,0,366,280
2018/4/2 3:00,0.0024,0.0055,0.0049,5,1,3,0.04975,0,0,369,288
2018/4/2 4:00,0.002,0.0054,0.0048,4,0.75,2,0.045225,0,0,290,262
2018/4/2 5:00,0.008,0.007,0.0072,5,1.25,3,0.141575,14,14,1757,12354
2018/4/2 6:00,0.0139,0.0139,0.0139,6,1.5,4,0.211475,60,60,3197,49389
2018/4/2 7:00,0.0135,0.0112,0.0116,6,2.25,4,0.25145,79,79,6200,47395
2018/4/2 8:00,0.0074,0.0075,0.0075,6,2,3,0.157675,89,89,2792,18121
2018/4/2 9:00,0.0082,0.0084,0.0083,5,1.5,3,0.136725,60,58,4427,13310
2018/4/2 10:00,0.0027,0.0083,0.0073,3,0.25,2,0.046525,47,42,721,17907
2018/4/2 11:00,0.0113,0.0234,0.0213,5,1.25,4,0.23355,30,28,2936,49358
2018/4/2 12:00,0.0076,0.0085,0.0084,5,1.5,3,0.183975,43,43,2690,27695
2018/4/2 13:00,0.0218,0.0142,0.0155,7,2.25,4,0.34215,74,74,10928,79222
2018/4/2 14:00,0.0164,0.01,0.0111,5,2.25,4,0.2568,79,79,4879,26345
2018/4/2 15:00,0.0324,0.0143,0.0175,5,2,3,0.438275,49,49,45837,125759
2018/4/2 16:00,0.0117,0.0152,0.0146,5,1.25,3,0.16985,37,35,8465,28153
2018/4/2 17:00,0.0184,0.0149,0.0155,5,1.5,3,0.18395,55,55,9357,67429
2018/4/2 18:00,0.0282,0.0121,0.015,4,1.5,3,0.237425,34,33,17616,24577
2018/4/2 19:00,0.0093,0.0104,0.0102,6,2,3,0.177875,83,83,2628,12399
2018/4/2 20:00,0.0174,0.0248,0.0235,7,2.5,4,0.291925,30,28,5161,88450
2018/4/2 21:00,0.0349,0.0194,0.0221,6,2.25,4,0.505975,40,40,21904,86096
2018/4/2 22:00,0.0496,0.0225,0.0273,5,2.25,5,0.613975,58,58,20321,128236
2018/4/2 23:00,0.0238,0.011,0.0133,5,1.25,4,0.2001,17,17,9358,38009
2018/4/3 0:00,0.0048,0.0077,0.0072,4,1,2,0.086875,3,3,907,10412
2018/4/3 1:00,0.0055,0.0126,0.0113,4,0.75,3,0.09125,43,37,1260,16770
2018/4/3 2:00,0.0031,0.0062,0.0056,3,1,2,0.071325,79,79,679,5779
2018/4/3 3:00,0.0019,0.0054,0.0048,3,0,2,0.04625,1,0,324,319
2018/4/3 4:00,0.0024,0.0058,0.0052,4,0.75,2,0.05535,6,6,521,5810
2018/4/3 5:00,0.0034,0.0064,0.0059,4,1,2,0.06985,15,9,827,10344
2018/4/3 6:00,0.0199,0.0109,0.0125,5,1.5,2,0.283625,35,35,7161,72728
2018/4/3 7:00,0.0102,0.0091,0.0093,6,1.75,4,0.17815,26,24,4702,37149
2018/4/3 8:00,0.0043,0.0069,0.0064,4,1,2,0.1032,2,2,1424,21485
2018/4/3 9:00,0.0041,0.007,0.0065,4,0.75,3,0.110775,9,9,1560,20249
2018/4/3 10:00,0.0031,0.0065,0.0059,4,0.25,2,0.0492,48,47,1020,1295
2018/4/3 11:00,0.0027,0.0068,0.0061,3,0.25,2,0.0412,9,6,622,5811
2018/4/3 13:00,0.0079,0.0079,0.0079,5,1.25,3,0.2112,33,30,4487,17020
2018/4/3 14:00,0.0187,0.0368,0.0336,5,2,4,0.327925,70,70,8275,192049
2018/4/3 15:00,0.0063,0.0091,0.0086,4,0.5,3,0.093925,39,39,1896,27593
2018/4/3 16:00,0.0026,0.0077,0.0068,3,0,2,0.048025,19,16,858,16191
2018/4/3 17:00,0.0043,0.0072,0.0067,4,1,3,0.120025,77,77,1106,12816
2018/4/3 18:00,0.0054,0.0076,0.0072,5,1.25,3,0.122375,44,42,2603,19739
2018/4/3 19:00,0.0103,0.0113,0.0111,5,1.5,3,0.22215,40,38,3764,76532
2018/4/3 20:00,0.0424,0.0145,0.0195,6,2,3,0.330025,37,37,21084,33339
2018/4/3 21:00,0.0659,0.0215,0.0294,7,3,4,0.536675,32,30,35371,117424
2018/4/3 22:00,0.0197,0.0178,0.0182,6,2.5,4,0.404475,24,23,10528,158778
2018/4/3 23:00,0.012,0.0195,0.0182,7,1.5,4,0.240025,0,0,9195,247126
2018/4/4 0:00,0.001,0.0054,0.0046,3,0,1,0.018025,1,1,126,180
2018/4/4 1:00,0.0023,0.0053,0.0048,4,0,2,0.067125,0,0,351,178
2018/4/4 2:00,0.0019,0.0053,0.0047,3,0,2,0.055175,0,0,241,93
2018/4/4 3:00,0.0049,0.0084,0.0078,3,0.25,2,0.098025,0,0,1285,12351
2018/4/4 4:00,0.0421,0.018,0.0223,4,1,3,0.4682,0,0,14034,140097
2018/4/4 5:00,0.0185,0.0097,0.0113,4,1,3,0.24535,0,0,5250,42886
2018/4/4 6:00,0.0069,0.0091,0.0087,4,1,4,0.141225,17,16,1400,10330
2018/4/4 7:00,0.009,0.0092,0.0092,7,2,4,0.198,26,24,2036,10821
2018/4/4 8:00,0.0092,0.0102,0.01,7,2,4,0.195075,64,64,2129,21111
2018/4/4 9:00,0.0037,0.0079,0.0072,4,1,2,0.06125,44,41,534,1217
2018/4/4 10:00,0.0046,0.0105,0.0094,4,1.25,2,0.077875,33,32,1055,37010
2018/4/4 11:00,0.0141,0.0088,0.0098,6,1.25,3,0.1776,129,129,23177,19215
2018/4/4 12:00,0.1089,0.0378,0.0503,11,4,6,0.869475,25,24,58177,328131
2018/4/4 13:00,0.0732,0.0137,0.0242,7,2.5,4,0.60195,29,27,34654,57399
2018/4/4 14:00,0.0293,0.0159,0.0183,9,3.25,4,0.4895,61,58,9107,75072
2018/4/4 15:00,0.0171,0.0116,0.0126,7,2.5,4,0.355825,64,64,5661,44024
2018/4/4 16:00,0.0117,0.0152,0.0146,5,1.25,3,0.16985,37,35,8465,28153
2018/4/4 17:00,0.0184,0.0149,0.0155,5,1.5,3,0.18395,55,55,9357,67429
2018/4/4 18:00,0.0282,0.0121,0.015,4,1.5,3,0.237425,34,33,17616,24577
