0,1,2,3,4,5,6,7,8,9,10
0.020573903,0.0071787536,0.012744263,0.23076925,0.041666668,0.16666667,0.058954395,0.0,0.0,0.009338947,0.008362393
0.015159718,0.0021536238,0.0059473217,0.15384617,0.0,0.16666667,0.044036753,0.030534351,0.0,0.0053256056,0.00077905226
0.014076881,0.001435753,0.005097706,0.07692308,0.0,0.16666667,0.041400645,0.0,0.0,0.0052763955,0.00082139205
0.01840823,0.005025126,0.009345796,0.07692308,0.0,0.16666667,0.051000353,0.007633588,0.0,0.006282465,0.0017314155
0.023280997,0.025843501,0.03143586,0.15384617,0.083333336,0.3333333,0.058329653,0.0,0.0,0.008092296,0.008967005
0.019491065,0.0043072514,0.010195412,0.15384617,0.041666668,0.16666667,0.05064989,0.0,0.0,0.0072830664,0.0016540748
0.0292366,0.045944005,0.052676294,0.15384617,0.125,0.16666667,0.08234416,0.022900764,0.023255814,0.012969544,0.057391312
0.15917704,0.5728643,0.60237896,0.38461542,0.45833334,0.5,0.28204852,0.114503816,0.116279066,0.06297228,0.13100949
0.053059015,0.022254124,0.03568395,0.4615385,0.33333334,0.3333333,0.10786719,0.259542,0.25581396,0.013986549,0.0069567114
0.03573362,0.018664751,0.02803738,0.38461542,0.25,0.3333333,0.07915949,0.13740458,0.093023255,0.009923998,0.005943379
0.024363833,0.0143575,0.020390823,0.30769232,0.041666668,0.3333333,0.052341264,0.114503816,0.1007752,0.0075400514,0.0044784215
0.042230643,0.11629576,0.124893785,0.30769232,0.16666667,0.5,0.113169886,0.3053435,0.30232558,0.016354093,0.035552446
0.11748782,0.049533382,0.080713674,0.38461542,0.375,0.6666667,0.22528836,0.89312977,0.90697676,0.06642791,0.013107273
0.120194905,0.091170125,0.12149532,0.53846157,0.5416667,0.5,0.24808387,0.3129771,0.30232558,0.043036796,0.0714453
0.1283162,0.18808326,0.21835172,0.61538464,0.4166667,0.5,0.24436589,0.28244275,0.27906978,0.06973591,0.12817724
0.08283703,0.07394113,0.095157176,0.38461542,0.2916667,0.3333333,0.14004907,0.45038167,0.44186047,0.026491335,0.024515308
0.052517597,0.048097633,0.061172474,0.4615385,0.2916667,0.5,0.13258262,0.2519084,0.23255813,0.018863799,0.041278478
0.044937734,0.048815504,0.059473243,0.38461542,0.20833334,0.3333333,0.085742146,0.06870229,0.062015504,0.028847942,0.01740448
0.26367083,0.34673366,0.41121498,0.38461542,0.25,0.5,0.2460268,0.32824427,0.31007752,0.28028873,0.079026386
0.10665944,0.15793252,0.1826678,0.61538464,0.45833334,0.5,0.2178067,0.35877863,0.35658914,0.043703865,0.0418368
0.269085,0.37903804,0.4435004,0.61538464,0.625,0.6666667,0.4084142,0.4427481,0.42635658,0.101033404,0.18241453
0.2696264,0.5233309,0.58453697,0.53846157,0.7083334,0.8333333,0.5343837,0.39694658,0.39534885,0.12122587,0.2804944
0.21223606,0.22756639,0.28037384,0.38461542,0.4166667,0.5,0.5504442,0.129771,0.13178295,0.13086554,0.14622077
0.033026528,0.012921754,0.021240443,0.23076925,0.125,0.16666667,0.13911957,0.03816794,0.007751938,0.012056427,0.005764987
0.030319436,0.020818379,0.028887,0.23076925,0.083333336,0.3333333,0.07400917,0.053435113,0.0,0.010951938,0.0148974
0.020032484,0.015075378,0.020390823,0.15384617,0.0,0.3333333,0.05101559,0.0,0.0,0.007922796,0.007539307
0.013535462,0.001435753,0.005097706,0.07692308,0.0,0.16666667,0.041141603,0.0,0.0,0.005320138,0.00081010145
0.013535462,0.001435753,0.005097706,0.15384617,0.0,0.16666667,0.040486388,0.0,0.0,0.0053256056,0.0008112305
0.014076881,0.001435753,0.005097706,0.15384617,0.0,0.16666667,0.041979678,0.0,0.0,0.005566187,0.0008829259
0.01840823,0.017946877,0.022939678,0.15384617,0.041666668,0.16666667,0.053377423,0.0,0.0,0.009317076,0.023924809
0.030319436,0.0430725,0.050127443,0.15384617,0.041666668,0.3333333,0.06529325,0.030534351,0.031007752,0.011476844,0.028690577
0.05522469,0.025843501,0.039932024,0.38461542,0.2916667,0.3333333,0.13264358,0.19847329,0.17829457,0.017567938,0.0097330725
0.056307524,0.04235463,0.056924384,0.38461542,0.33333334,0.3333333,0.12548189,0.091603056,0.069767445,0.025211876,0.042960215
0.098538175,0.091888,0.11724724,0.38461542,0.33333334,0.5,0.16307314,0.19847329,0.1627907,0.031980973,0.023504797
0.041689225,0.019382622,0.030586231,0.38461542,0.2916667,0.5,0.123379104,0.122137405,0.07751938,0.009923998,0.005808456
0.03627504,0.023689881,0.03228547,0.38461542,0.25,0.3333333,0.08688497,0.14503817,0.12403101,0.011958008,0.0101796165
0.066053055,0.050251253,0.06711979,0.38461542,0.2916667,0.3333333,0.1707529,0.34351146,0.3255814,0.016097108,0.018026028
0.095289655,0.04020101,0.06542057,0.53846157,0.5,0.5,0.16927484,0.2519084,0.24806201,0.0667177,0.013433571
0.14726584,0.11342425,0.15123194,0.38461542,0.33333334,0.5,0.19164369,0.23664123,0.23255813,0.2040899,0.014406822
0.09420682,0.09475952,0.11809686,0.4615385,0.4166667,0.3333333,0.21591723,0.16793893,0.15503876,0.06364481,0.013360182
0.028153762,0.011486001,0.019541204,0.15384617,0.083333336,0.16666667,0.05947247,0.28244275,0.2868217,0.015315217,0.0019707764
0.060097452,0.07609475,0.09090908,0.30769232,0.25,0.3333333,0.21591723,0.114503816,0.1007752,0.024457324,0.031555567
0.08608555,0.075376876,0.0968564,0.38461542,0.20833334,0.3333333,0.12909321,0.5038168,0.4883721,0.044338126,0.033180285
0.16459122,0.11127063,0.15463042,0.38461542,0.33333334,0.5,0.3663431,0.4427481,0.4496124,0.044955984,0.060814627
0.55387115,0.20746589,0.3551402,0.53846157,0.625,0.8333333,0.8093925,0.79389316,0.76744187,0.26543826,0.07181902
0.262588,0.1643934,0.23279524,0.53846157,0.625,0.6666667,0.6506926,0.3740458,0.37984496,0.16153425,0.04263335
0.12560908,0.17444363,0.20475785,0.4615385,0.33333334,0.6666667,0.24893717,0.1908397,0.19379845,0.047044672,0.09100177
0.2809962,0.0078966245,0.08581138,0.23076925,0.083333336,0.3333333,0.13128743,0.129771,0.13178295,0.16094373,0.0029485435
0.011911207,0.001435753,0.005097706,0.15384617,0.0,0.16666667,0.030383836,0.0,0.0,0.0032642572,0.0005538045
0.01082837,0.001435753,0.00424809,0.15384617,0.0,0.16666667,0.02879912,0.0,0.0,0.002985401,0.00045105998
0.011369788,0.001435753,0.00424809,0.15384617,0.0,0.16666667,0.030292409,0.0,0.0,0.0033244027,0.0005013032
0.010286951,0.001435753,0.00424809,0.15384617,0.0,0.16666667,0.02745821,0.0,0.0,0.0029525945,0.0004516245
0.011369788,0.001435753,0.00424809,0.15384617,0.0,0.16666667,0.030658111,0.0,0.0,0.0033462737,0.0005092066
0.013535462,0.0035893768,0.006796941,0.15384617,0.0,0.16666667,0.034330383,0.0,0.0,0.0042047133,0.000930911
0.066053055,0.016511124,0.03483432,0.23076925,0.16666667,0.3333333,0.08526979,0.08396947,0.085271314,0.029755592,0.006337421
0.056848943,0.026561372,0.04163127,0.38461542,0.25,0.5,0.123881936,0.23664123,0.2248062,0.0190333,0.012909687
0.13968597,0.033022255,0.07136789,0.38461542,0.33333334,0.3333333,0.2482972,0.10687023,0.085271314,0.13887583,0.013648657
0.041689225,0.038047373,0.048428204,0.38461542,0.20833334,0.3333333,0.104225405,0.23664123,0.21705426,0.01491607,0.037581366
0.037899297,0.026561372,0.03653356,0.38461542,0.20833334,0.3333333,0.09116675,0.52671754,0.49612403,0.018497458,0.014681748
0.085002705,0.05527638,0.07731521,0.4615385,0.375,0.5,0.2188276,0.3740458,0.36434108,0.037634645,0.050000478
0.15592852,0.22900215,0.26593032,0.4615385,0.45833334,0.6666667,0.40210584,0.40458015,0.4031008,0.08197277,0.17281073
0.2582566,0.2534099,0.31860662,0.4615385,0.4166667,0.5,0.3505417,0.29007635,0.27131784,0.13284488,0.1321713
0.16783974,0.11988514,0.16312659,0.53846157,0.45833334,0.6666667,0.3021927,0.18320611,0.1627907,0.0759801,0.055610217
0.12939903,0.13424262,0.16652507,0.4615385,0.5416667,0.6666667,0.38788912,0.40458015,0.39534885,0.045459017,0.106767416
0.051434755,0.061737254,0.07476635,0.30769232,0.20833334,0.5,0.107943386,0.28244275,0.24806201,0.016660288,0.015066193
0.06280454,0.09260588,0.10705182,0.30769232,0.2916667,0.3333333,0.164155,0.15267175,0.13953489,0.025682105,0.12147344
